Customer ID,Age,Gender,Marital Status,Education Level,Geographic Information,Occupation,Income Level,Purchase History,Interactions with Customer Service,Customer Preferences,Preferred Communication Channel,Preferred Contact Time,Preferred Language
38802,27,1,0,2,23,7,149091,11/16/2021,4,2,Mail,Afternoon,Spanish
71231,54,1,0,3,18,7,120533,11-02-2023,1,1,Phone,Afternoon,French
90132,56,0,1,0,16,2,105911,12/24/2019,1,0,Email,Morning,Mandarin
31599,42,0,0,1,19,3,134446,9/19/2018,3,1,Mail,Weekends,Mandarin
10579,32,1,3,3,25,2,146610,9/16/2023,3,0,Phone,Weekends,Mandarin
34885,40,0,1,4,10,4,51051,1/24/2022,3,2,Phone,Weekends,German
68356,63,1,3,3,28,0,114265,09-11-2021,4,4,Text,Morning,English
80334,24,1,2,3,3,2,47319,3/16/2023,3,2,Mail,Evening,French
82551,62,1,0,3,25,0,59315,5/19/2018,1,0,Phone,Morning,Spanish
91004,33,1,3,4,17,5,43136,04-04-2021,0,2,Mail,Evening,Mandarin
63639,54,0,3,0,12,4,144563,10-12-2023,4,1,In-Person Meeting,Weekends,French
58265,19,1,0,2,16,6,73759,5/28/2019,1,2,Text,Weekends,Mandarin
55632,42,1,0,4,29,0,114749,01-02-2023,2,2,Email,Evening,French
61795,40,1,0,2,18,0,137861,2/24/2018,0,4,Text,Weekends,French
2191,68,1,0,4,5,6,36239,8/16/2022,2,2,Email,Weekends,Mandarin
22145,36,0,1,4,33,0,65679,8/16/2020,3,1,In-Person Meeting,Anytime,Spanish
3685,50,1,0,2,13,5,23775,9/14/2020,3,1,Mail,Weekends,German
15512,67,0,0,3,13,3,118662,02-12-2020,4,4,In-Person Meeting,Weekends,Spanish
73790,68,0,0,2,11,8,96127,10-02-2021,4,2,Text,Weekends,Spanish
29869,32,0,3,3,25,0,135349,11-06-2023,4,4,Phone,Evening,German
75063,67,0,3,3,23,3,63060,9/15/2020,0,3,In-Person Meeting,Weekends,Spanish
11245,64,0,2,3,4,2,67456,6/28/2022,1,4,In-Person Meeting,Weekends,Spanish
68630,62,1,0,3,24,6,142813,7/14/2020,2,3,Phone,Evening,French
97128,40,1,3,4,21,5,104607,8/25/2021,0,4,Phone,Weekends,French
72106,33,0,0,0,18,3,35552,1/19/2019,1,1,Phone,Anytime,French
83975,43,1,0,2,28,3,85664,2/28/2020,0,2,Email,Evening,Spanish
32254,36,1,4,1,21,8,58595,11/20/2021,1,1,Mail,Evening,German
92962,61,0,2,0,23,3,125834,4/19/2021,0,0,Email,Morning,Mandarin
90692,36,1,2,2,3,0,64517,8/18/2020,0,3,Mail,Anytime,English
95981,44,0,1,2,24,4,71271,12/21/2021,1,4,Email,Anytime,German
44352,25,0,4,1,6,8,60365,09-05-2023,4,3,Email,Afternoon,English
24527,24,0,2,1,16,4,94883,2/15/2021,4,3,Text,Afternoon,German
78782,24,0,3,3,32,8,89791,10/15/2018,3,1,Text,Morning,German
91391,30,0,0,4,32,7,95310,7/16/2023,1,0,Phone,Morning,German
63730,23,1,2,3,5,6,132084,01-07-2023,1,2,Email,Anytime,English
50143,58,0,4,4,28,7,88622,5/21/2021,2,1,Mail,Morning,German
87592,54,1,1,1,27,0,51055,5/16/2023,1,4,Phone,Morning,German
17746,68,1,1,3,23,7,111664,11/27/2018,0,4,In-Person Meeting,Morning,German
65435,21,0,0,0,7,3,77815,06-11-2021,3,0,Text,Weekends,German
77916,23,0,2,1,2,2,36773,02-08-2021,3,1,Email,Weekends,English
59424,43,1,0,0,6,8,69613,5/22/2020,2,4,In-Person Meeting,Weekends,German
76487,50,1,2,1,15,0,41825,7/26/2022,3,0,Mail,Anytime,Mandarin
89190,42,0,2,4,11,3,43067,05-03-2021,1,0,Email,Morning,French
77450,41,1,2,1,5,8,30861,10/24/2020,1,4,In-Person Meeting,Weekends,English
22202,48,0,0,4,3,6,138513,9/25/2023,3,0,In-Person Meeting,Anytime,French
69781,53,0,3,0,4,7,132164,3/14/2023,2,3,In-Person Meeting,Morning,German
96778,35,0,3,0,26,0,51806,12/19/2020,1,1,Phone,Morning,French
18209,21,1,1,1,0,0,112987,09-10-2019,4,4,In-Person Meeting,Afternoon,English
67531,67,0,1,1,0,7,100368,01-03-2018,1,1,Phone,Anytime,Spanish
87472,45,1,4,1,19,6,108441,07-01-2023,1,1,Phone,Evening,English
12419,63,1,0,0,30,8,69295,12/25/2020,0,0,Email,Weekends,German
10484,61,1,2,0,31,4,86651,08-10-2020,3,1,Email,Anytime,English
19382,24,0,4,4,7,4,83043,09-05-2019,3,2,Phone,Weekends,English
68322,25,1,3,2,1,7,62198,08-01-2021,0,1,Text,Morning,German
61099,25,0,2,1,8,8,24295,08-05-2021,2,0,Text,Evening,German
43557,34,0,1,1,17,8,41944,09-12-2019,2,3,Phone,Afternoon,German
35292,67,0,2,4,18,8,70637,11/17/2018,3,1,In-Person Meeting,Evening,Spanish
63901,62,0,3,0,20,3,41093,11/27/2022,0,0,Phone,Morning,German
82448,25,1,2,0,14,4,46356,07-09-2022,2,4,Mail,Morning,French
66348,35,1,2,0,28,0,99733,02-09-2022,3,3,Text,Anytime,German
16889,60,0,3,2,11,1,117991,4/26/2021,1,0,In-Person Meeting,Weekends,Mandarin
13047,65,0,0,0,10,2,97688,11/17/2020,4,1,In-Person Meeting,Weekends,French
91719,52,1,2,4,4,1,32155,5/18/2018,3,1,Email,Morning,Spanish
66030,44,1,0,0,13,6,102933,09-11-2022,0,1,In-Person Meeting,Evening,German
59150,62,0,1,0,23,6,23952,06-12-2019,4,1,Phone,Morning,German
87637,63,0,0,1,16,6,35740,09-10-2022,0,3,Phone,Evening,English
88082,57,0,3,3,28,6,66703,03-06-2023,3,3,Text,Evening,Mandarin
53886,26,0,0,1,33,0,114289,5/14/2019,1,2,In-Person Meeting,Anytime,Mandarin
71615,32,1,1,4,13,0,124007,5/28/2019,1,1,Phone,Evening,Mandarin
65653,62,0,3,4,8,2,83813,6/25/2023,0,2,Phone,Morning,German
80101,49,1,0,0,13,5,34078,4/22/2020,1,3,Text,Weekends,German
21024,64,1,2,0,3,1,125367,06-07-2019,0,2,Mail,Anytime,English
23199,35,1,2,4,5,4,89070,12-10-2023,3,4,Mail,Afternoon,French
87302,23,0,2,0,18,3,134553,09-12-2021,1,0,In-Person Meeting,Evening,German
33236,31,1,4,3,16,8,90887,6/23/2021,2,4,Email,Weekends,Spanish
65446,70,0,0,2,1,6,85466,6/19/2020,2,1,Phone,Weekends,German
95602,31,0,2,2,17,5,71105,11/19/2022,1,3,Email,Morning,Spanish
69910,33,0,0,1,33,1,43284,03-08-2023,3,3,Phone,Weekends,German
12736,39,0,3,4,30,6,59720,9/19/2018,1,3,Text,Morning,Mandarin
58425,26,1,2,3,16,4,65530,8/17/2023,2,4,Phone,Afternoon,Spanish
48758,54,0,0,0,25,1,31108,04-09-2022,2,0,Phone,Anytime,German
6826,68,0,4,2,33,4,79942,04-12-2021,4,4,Phone,Morning,Spanish
34220,54,0,3,3,30,3,104204,6/14/2019,3,1,Email,Morning,German
34227,24,1,2,3,28,0,134090,4/14/2019,4,0,Mail,Weekends,French
95844,63,0,3,2,19,7,134195,3/27/2019,4,1,Text,Weekends,German
3171,56,1,2,3,27,0,71292,6/16/2021,4,4,In-Person Meeting,Weekends,Spanish
72269,63,0,0,0,18,4,73219,12-05-2022,2,3,Phone,Morning,Spanish
35787,47,1,0,0,6,5,122304,3/13/2023,1,3,In-Person Meeting,Anytime,French
32234,26,1,4,3,8,6,118166,10/19/2020,4,4,In-Person Meeting,Morning,Spanish
74746,19,1,2,2,22,2,134333,09-03-2023,1,1,Mail,Anytime,Mandarin
63437,63,1,0,1,19,5,26520,9/21/2021,4,3,Phone,Evening,Mandarin
78433,52,1,0,0,22,3,118052,10/23/2018,1,2,In-Person Meeting,Weekends,French
51132,27,0,2,2,16,8,146956,2/25/2023,4,2,Email,Anytime,Spanish
67394,56,1,0,4,19,7,37021,07-04-2018,3,3,In-Person Meeting,Weekends,Spanish
37708,54,0,3,0,14,4,52907,10-07-2022,0,4,Phone,Weekends,Spanish
68430,58,1,4,3,27,4,25642,05-02-2020,3,2,Phone,Anytime,French
56934,39,0,0,4,14,2,54254,12/17/2022,4,2,Phone,Morning,English
58964,25,1,1,0,25,2,132758,01-01-2021,1,2,Text,Anytime,French
16737,41,0,3,2,23,6,25708,3/24/2018,0,0,In-Person Meeting,Anytime,French
84972,58,0,1,0,26,0,55128,07-10-2021,2,2,Text,Morning,English
7983,45,0,3,3,11,4,27171,07-07-2022,2,0,In-Person Meeting,Morning,English
64199,64,0,0,4,1,0,90804,10/17/2023,0,2,Mail,Morning,German
26999,26,1,0,3,32,1,132500,02-04-2018,1,0,Email,Evening,German
19952,27,0,4,1,27,7,75115,5/17/2022,3,4,In-Person Meeting,Afternoon,German
49121,20,0,3,2,11,5,126932,7/21/2022,4,2,In-Person Meeting,Morning,German
67146,55,1,3,4,22,2,134485,11-03-2019,1,1,In-Person Meeting,Morning,French
85604,53,0,2,1,23,7,38420,06-12-2021,0,1,In-Person Meeting,Afternoon,English
10926,68,0,0,4,14,4,99095,02-07-2018,3,1,Mail,Anytime,French
70210,42,1,4,1,30,3,137316,12/20/2021,3,2,In-Person Meeting,Afternoon,English
72055,45,0,1,2,22,7,145034,12/28/2018,2,4,Phone,Evening,Spanish
73887,41,0,0,2,34,0,30458,11-06-2023,3,3,Text,Morning,English
63748,69,0,1,2,19,5,146466,07-06-2019,2,3,Phone,Morning,Spanish
18480,23,0,0,1,2,6,62636,7/22/2023,0,2,Mail,Morning,English
68863,23,0,3,0,23,3,114979,06-06-2023,0,3,In-Person Meeting,Afternoon,German
27907,37,1,0,3,17,1,47351,03-01-2018,1,3,Phone,Morning,French
66501,51,1,0,4,5,5,66898,08-10-2022,1,4,Mail,Morning,French
17600,24,0,4,3,9,4,93461,2/13/2022,4,2,Email,Weekends,German
28996,63,0,3,2,18,7,70640,10/16/2022,0,3,Text,Evening,English
71325,60,0,2,0,11,0,51423,12/24/2023,3,4,Email,Morning,English
68536,52,0,2,3,29,6,38546,11/19/2018,2,1,In-Person Meeting,Anytime,German
59411,30,1,1,3,24,6,65649,4/18/2019,2,1,In-Person Meeting,Afternoon,Spanish
75688,44,0,0,3,28,0,36581,10/18/2020,0,4,Phone,Morning,German
37343,65,0,0,0,27,0,77134,4/20/2023,1,0,In-Person Meeting,Weekends,French
60753,25,1,1,0,7,3,83913,09-11-2023,0,4,Phone,Anytime,German
39116,45,0,4,2,32,7,36452,01-08-2023,1,1,In-Person Meeting,Afternoon,French
81889,36,0,0,1,8,8,64112,11-12-2019,0,4,Mail,Weekends,Mandarin
76941,60,0,1,0,7,1,128913,1/27/2018,2,3,Text,Morning,Mandarin
20003,69,1,1,1,6,4,86255,10/24/2020,2,0,Phone,Anytime,English
3264,29,1,1,4,20,0,37995,08-07-2020,4,4,Email,Weekends,Spanish
96461,38,1,4,1,32,5,39547,05-04-2018,2,3,Mail,Morning,French
4030,56,1,3,2,27,5,25071,08-12-2021,4,3,Mail,Morning,Spanish
33512,58,1,4,1,23,1,25342,04-02-2019,2,1,Phone,Evening,German
60367,57,0,3,0,33,4,93123,3/23/2022,0,3,Email,Weekends,French
94912,40,0,0,4,29,8,147398,5/15/2022,0,4,In-Person Meeting,Afternoon,French
85485,22,0,4,2,11,4,146283,2/19/2021,4,1,Phone,Afternoon,Spanish
37956,19,1,3,0,32,0,65073,11/20/2022,3,1,Mail,Weekends,German
73640,37,0,3,0,31,4,99775,06-10-2019,4,1,Phone,Morning,French
27965,53,1,3,0,0,7,98846,3/24/2018,2,1,Email,Evening,English
67480,34,1,3,3,18,4,142120,3/17/2022,2,2,In-Person Meeting,Weekends,German
4029,67,1,0,4,6,3,55734,04-01-2023,0,0,Phone,Morning,German
26055,63,1,4,1,11,6,51523,10-07-2021,4,1,Text,Weekends,Spanish
65267,38,1,3,1,3,1,108951,1/14/2022,1,0,In-Person Meeting,Morning,German
59457,25,1,2,4,34,3,59707,07-03-2018,3,1,Phone,Morning,English
63776,41,0,3,3,17,6,85658,05-03-2021,2,4,Mail,Morning,Mandarin
24438,28,0,2,0,23,4,104557,4/15/2019,1,3,Mail,Morning,German
34101,32,1,3,4,24,1,100615,11-08-2018,3,3,Mail,Afternoon,German
6678,38,1,1,1,8,6,59000,05-01-2022,0,4,In-Person Meeting,Afternoon,Mandarin
19889,42,0,3,1,31,8,123757,9/21/2018,2,1,In-Person Meeting,Evening,German
1531,63,0,4,3,34,1,133763,7/17/2019,3,2,Phone,Afternoon,German
22762,66,1,0,2,32,4,88413,06-10-2021,0,0,Text,Anytime,English
47636,51,0,1,2,21,5,114423,11/28/2020,3,2,Email,Anytime,Mandarin
21239,43,1,0,3,29,5,143063,08-10-2023,2,2,Phone,Evening,French
88127,38,0,4,4,19,2,78923,11/18/2021,3,1,Phone,Anytime,French
89493,32,1,3,0,29,1,121104,01-03-2020,3,2,Email,Weekends,English
69852,66,0,0,3,22,2,38320,03-08-2023,1,1,Phone,Anytime,French
24298,39,1,3,4,0,4,63998,10-09-2019,1,4,Text,Weekends,French
62471,67,0,1,0,9,1,86037,6/25/2019,0,3,In-Person Meeting,Morning,English
4436,52,0,3,2,32,3,138502,8/26/2020,2,3,In-Person Meeting,Afternoon,French
23372,54,1,1,2,0,8,116683,5/22/2022,2,2,Text,Evening,Mandarin
38227,21,0,3,4,16,4,53090,08-02-2023,0,1,Text,Morning,Mandarin
52603,55,1,1,2,18,2,37576,2/28/2023,1,4,Email,Morning,German
24630,36,1,2,4,31,8,53769,1/26/2022,1,4,Text,Evening,German
3779,57,1,4,4,22,6,66479,11/20/2023,4,3,Email,Evening,English
84555,33,0,0,1,14,5,112890,6/17/2022,0,0,Mail,Weekends,German
67940,68,0,4,1,8,4,35897,03-10-2018,0,1,Phone,Evening,German
80950,70,1,2,3,12,0,64026,12/21/2021,2,3,Email,Morning,English
89686,19,1,0,3,5,8,105977,6/20/2020,0,4,Phone,Evening,Spanish
33216,39,1,1,3,21,4,32861,2/26/2023,3,3,In-Person Meeting,Morning,Spanish
12737,30,0,3,0,32,4,123175,11-05-2022,4,0,Text,Weekends,Mandarin
94036,67,1,0,1,3,1,91633,10-08-2023,1,2,Email,Anytime,German
63382,48,0,4,4,23,2,115968,6/14/2023,1,4,Phone,Morning,German
45374,57,0,0,0,34,7,123318,11-08-2022,3,1,Email,Weekends,German
97721,24,1,0,1,10,0,51399,09-06-2020,4,0,Phone,Anytime,German
66659,49,0,0,1,32,4,141681,11/24/2019,1,0,Text,Evening,German
63568,38,1,3,1,5,5,38056,4/19/2021,4,1,Email,Weekends,French
59515,59,1,3,3,25,7,66968,9/16/2020,1,1,Phone,Morning,English
74677,46,1,3,1,28,3,55471,7/20/2020,3,0,Mail,Weekends,French
17411,48,1,1,4,18,1,31232,09-11-2019,2,0,Phone,Weekends,German
88770,39,1,2,1,7,4,66430,2/28/2022,1,1,Mail,Anytime,German
43779,55,0,4,0,24,0,40713,12-10-2023,4,4,Phone,Weekends,Spanish
56887,19,1,3,2,8,1,58416,7/22/2022,3,1,Email,Evening,English
82070,68,1,0,2,27,7,52957,10/22/2020,2,3,Mail,Weekends,Mandarin
3009,38,0,3,0,31,1,76751,1/18/2018,2,2,In-Person Meeting,Morning,English
5574,29,0,0,1,10,8,32162,7/19/2023,1,4,Phone,Weekends,Spanish
24744,56,0,0,4,7,2,113689,12-11-2018,3,2,Text,Weekends,German
60731,45,1,3,4,3,2,56198,8/23/2018,0,2,Mail,Anytime,English
27523,42,0,4,1,1,3,37289,1/19/2019,1,1,Phone,Evening,Mandarin
33527,61,1,4,0,24,5,117864,12-06-2023,0,1,Mail,Morning,German
89760,57,0,2,2,27,5,54488,3/23/2020,1,2,In-Person Meeting,Evening,German
51996,26,1,1,0,4,1,33549,12-12-2022,0,3,Text,Morning,Spanish
1923,56,1,1,0,22,0,82038,7/13/2022,0,0,Email,Weekends,Spanish
87510,69,1,0,0,6,2,138150,12-03-2023,0,0,Phone,Evening,German
19235,38,0,0,4,19,3,79344,10-10-2022,2,3,Email,Afternoon,English
41446,63,1,2,0,26,4,116176,1/21/2018,0,3,In-Person Meeting,Morning,French
94717,23,0,1,1,23,0,65618,11/27/2022,1,2,Phone,Morning,German
53226,60,1,3,1,0,5,46666,02-11-2020,0,0,Email,Morning,Mandarin
89358,62,1,0,0,4,4,137031,03-07-2019,1,0,Text,Weekends,German
93289,33,1,4,0,8,6,90108,1/18/2020,4,2,Text,Weekends,Spanish
49270,65,0,3,1,3,6,71366,6/28/2021,2,1,In-Person Meeting,Weekends,English
32423,35,1,4,1,27,3,97101,05-01-2021,0,2,Phone,Anytime,French
23327,58,0,2,1,17,8,50902,5/17/2021,4,2,Mail,Morning,German
60417,44,1,0,4,31,2,96552,1/21/2021,4,4,Mail,Afternoon,Mandarin
69474,69,0,3,1,17,4,53819,12-07-2021,2,4,Mail,Afternoon,French
20488,37,1,0,1,14,4,110927,2/22/2022,3,0,Text,Weekends,English
40328,30,0,3,4,14,5,65713,12-11-2021,3,0,Email,Weekends,German
75131,37,0,1,4,8,1,49735,4/23/2018,3,1,Mail,Evening,English
10207,37,1,3,2,10,2,116515,3/13/2018,0,4,Email,Evening,French
71344,47,1,0,1,14,5,50909,02-12-2022,4,1,Phone,Anytime,Mandarin
31094,43,1,4,3,25,3,114230,01-09-2023,4,2,In-Person Meeting,Afternoon,French
65174,55,1,2,4,24,0,74165,05-11-2023,3,3,Phone,Afternoon,Spanish
36100,56,0,1,2,10,1,46644,7/15/2018,4,0,Phone,Evening,English
45250,32,0,2,3,6,8,55069,12-07-2022,2,4,Email,Morning,French
13750,64,0,4,3,4,4,50049,11-09-2023,2,1,In-Person Meeting,Anytime,Mandarin
85427,26,1,0,2,17,4,130764,03-07-2018,4,3,In-Person Meeting,Morning,English
83921,43,0,0,3,31,8,125350,3/25/2021,0,1,Email,Anytime,Mandarin
54445,47,1,4,1,21,3,79121,12-07-2020,3,3,Mail,Morning,German
63170,25,0,3,3,0,0,25517,9/28/2018,2,4,Mail,Evening,Spanish
5279,33,1,1,1,26,0,104529,1/15/2023,4,2,Email,Afternoon,Mandarin
79659,64,0,4,2,23,6,49981,8/18/2020,4,3,Email,Morning,German
32030,67,0,4,2,16,6,51204,12-08-2019,0,4,In-Person Meeting,Evening,German
2568,62,1,3,0,13,4,96214,03-06-2023,3,0,Mail,Anytime,French
34684,68,1,1,4,0,7,39990,09-09-2020,3,2,Phone,Afternoon,French
37211,47,0,0,3,24,2,69258,04-08-2018,2,2,In-Person Meeting,Evening,German
66762,39,0,0,4,12,0,26469,11-05-2023,0,4,Text,Weekends,Spanish
9787,28,1,4,3,19,4,60491,4/18/2022,3,3,Phone,Weekends,French
69231,45,1,4,1,17,3,58428,03-04-2019,2,3,Text,Weekends,French
74567,24,0,1,4,23,1,42114,04-08-2020,4,3,In-Person Meeting,Weekends,German
13501,45,1,1,1,17,0,54439,4/15/2021,0,0,Text,Afternoon,English
31090,26,0,4,1,16,4,128692,7/18/2021,2,4,Email,Morning,Mandarin
97421,45,1,0,1,8,6,135913,07-05-2018,2,3,Email,Weekends,German
50288,60,1,0,4,32,8,116691,11/27/2021,2,2,Mail,Morning,English
74990,45,0,0,3,6,0,44928,05-11-2022,2,0,Email,Evening,Spanish
10144,65,0,2,1,6,4,111735,10/26/2019,1,4,Email,Weekends,Mandarin
71933,24,1,3,0,23,2,89781,7/26/2021,1,1,Mail,Evening,French
36254,35,0,0,2,3,6,46616,3/15/2021,3,3,In-Person Meeting,Morning,French
7852,63,0,4,3,19,0,35844,11/27/2022,4,1,Phone,Morning,German
85961,38,0,0,3,0,8,90078,11/27/2018,0,3,Mail,Morning,German
73141,39,1,2,0,8,4,83981,5/16/2020,0,0,Phone,Anytime,English
28077,28,1,1,2,28,6,121171,06-07-2020,0,0,Text,Morning,German
73654,67,1,2,4,13,4,123402,08-04-2019,0,3,In-Person Meeting,Weekends,English
96844,37,0,3,0,3,4,96485,8/14/2023,1,0,Email,Weekends,Mandarin
89134,26,0,1,1,22,4,108236,10-10-2022,1,0,Phone,Morning,German
64466,26,0,3,1,24,4,105861,01-11-2018,1,2,Text,Anytime,Spanish
49575,35,1,0,3,17,7,121455,1/16/2021,0,3,In-Person Meeting,Weekends,French
61723,37,1,4,1,6,6,72422,9/21/2018,0,3,Email,Morning,Spanish
96480,62,1,2,4,27,2,77721,1/22/2023,1,4,Email,Morning,German
65222,42,1,1,2,1,3,37751,12/14/2019,3,0,In-Person Meeting,Evening,German
46190,37,1,4,4,0,6,124284,4/19/2020,4,1,In-Person Meeting,Evening,Mandarin
77182,20,0,0,1,29,8,42258,12-02-2021,4,4,Text,Weekends,Spanish
14841,43,0,4,1,19,3,68982,06-01-2019,2,3,Phone,Weekends,English
3696,61,1,3,1,12,8,55618,5/21/2021,0,2,In-Person Meeting,Evening,Mandarin
37010,63,1,0,2,8,0,55911,3/14/2019,1,0,In-Person Meeting,Morning,English
89546,44,0,4,0,22,7,147755,10/25/2020,4,4,Email,Weekends,Mandarin
49137,23,0,4,1,29,1,98303,2/14/2020,1,3,Text,Evening,Mandarin
23877,56,1,1,1,9,4,47722,1/22/2023,0,0,Phone,Afternoon,English
35822,58,0,2,0,22,1,59156,11-11-2023,4,3,Mail,Weekends,German
62447,31,0,3,3,3,2,42082,12/21/2020,4,4,Email,Weekends,French
66229,69,0,1,4,8,4,34199,05-04-2023,2,0,In-Person Meeting,Evening,Spanish
30365,23,0,2,1,33,5,107358,02-11-2021,1,1,Text,Evening,French
3097,34,1,0,0,1,1,114465,10/17/2018,4,2,In-Person Meeting,Weekends,German
85765,55,0,4,2,18,5,108216,3/15/2020,2,0,Phone,Morning,French
11946,50,1,1,0,14,8,136964,2/18/2023,1,0,Mail,Morning,Mandarin
2950,45,0,3,2,32,5,66488,8/15/2022,2,1,In-Person Meeting,Afternoon,Spanish
86723,69,0,0,2,14,4,102712,3/20/2021,2,3,Phone,Anytime,French
90190,25,0,3,4,19,4,131743,10-12-2022,3,1,Email,Morning,French
67090,25,1,2,1,24,3,73110,10-09-2021,3,4,In-Person Meeting,Evening,Spanish
72355,67,0,2,2,13,5,138394,10/16/2018,1,1,Email,Weekends,English
35007,37,0,0,0,1,3,131243,12/14/2020,4,1,In-Person Meeting,Anytime,German
88238,48,0,0,1,23,7,61914,02-03-2021,3,1,Phone,Anytime,Spanish
29962,24,0,2,4,12,8,127579,6/25/2021,0,3,Mail,Anytime,Mandarin
86372,31,0,2,2,26,1,75351,12-10-2023,1,0,Email,Anytime,English
95708,68,0,2,4,4,4,128976,9/23/2018,1,2,Phone,Morning,French
24690,36,1,2,3,28,1,86038,1/24/2018,2,0,Phone,Afternoon,English
75515,36,1,3,1,23,4,107715,7/23/2021,2,4,In-Person Meeting,Weekends,English
25554,25,1,3,4,33,1,35539,2/26/2019,2,2,In-Person Meeting,Morning,English
11635,22,1,1,4,14,1,90337,3/18/2021,2,4,Mail,Morning,German
77728,28,1,0,3,24,3,110856,05-06-2021,0,1,Email,Anytime,French
68397,62,1,2,2,6,3,109776,4/26/2018,2,4,Email,Weekends,French
90858,56,0,4,1,27,6,33639,6/28/2022,1,2,Mail,Morning,German
64306,69,1,0,4,11,1,87633,11-07-2019,2,4,In-Person Meeting,Evening,Mandarin
38646,52,1,4,4,6,2,63078,06-02-2020,4,1,Mail,Afternoon,German
88063,25,1,4,3,34,8,95710,06-10-2021,3,0,In-Person Meeting,Anytime,German
2967,57,1,2,4,16,5,86147,1/15/2018,2,4,Mail,Anytime,English
69945,49,0,3,1,12,6,83641,6/23/2018,1,1,Email,Weekends,German
80417,34,1,1,2,13,1,53119,07-03-2021,0,0,Email,Morning,French
4277,49,0,0,2,27,4,57536,10-04-2018,0,2,Phone,Morning,German
16001,19,1,1,1,6,5,122238,06-02-2023,1,3,Mail,Anytime,English
13304,31,1,0,4,29,2,56125,8/24/2023,1,2,Phone,Morning,Mandarin
62398,42,1,1,4,33,8,106458,5/18/2021,1,2,Phone,Morning,Spanish
84531,60,1,3,1,12,2,25378,1/21/2019,1,0,Mail,Morning,French
87461,31,0,4,1,12,4,40663,06-02-2021,4,4,Phone,Evening,German
78717,22,1,0,0,1,8,68198,12-04-2018,4,3,Mail,Afternoon,German
5256,63,0,2,3,2,4,117570,04-08-2021,2,3,Email,Anytime,German
24578,60,1,1,0,9,0,77751,11-06-2022,3,0,In-Person Meeting,Evening,German
46995,21,1,1,0,8,5,100501,7/27/2021,2,0,Phone,Weekends,German
72112,57,1,1,4,20,4,103637,4/27/2018,2,3,Mail,Morning,Mandarin
65215,28,1,1,0,5,6,25968,2/13/2022,2,2,Mail,Morning,English
5226,54,0,4,4,19,3,118483,1/15/2020,3,1,In-Person Meeting,Evening,French
52151,69,1,1,1,3,8,23904,6/16/2019,2,4,In-Person Meeting,Evening,Mandarin
23417,21,0,2,0,22,1,147066,6/21/2022,2,2,Email,Evening,English
22723,37,1,3,2,31,8,44210,10/15/2021,4,3,Mail,Afternoon,Mandarin
93588,69,0,4,2,21,0,92572,5/26/2018,1,4,Phone,Evening,Spanish
14325,69,0,1,3,31,5,48284,6/21/2023,3,1,In-Person Meeting,Evening,Mandarin
6217,57,0,0,3,18,0,109878,06-12-2019,3,1,Mail,Weekends,French
76233,44,0,1,2,9,1,109228,4/17/2021,1,1,Phone,Weekends,German
31905,43,1,3,3,17,4,66248,5/21/2023,3,1,Mail,Afternoon,French
33955,42,0,1,0,0,3,119409,03-01-2023,3,0,Mail,Weekends,French
9763,35,0,1,4,8,0,40201,10/26/2021,0,3,In-Person Meeting,Evening,French
23625,34,0,4,2,19,0,33568,1/18/2018,4,3,Text,Weekends,Mandarin
34404,23,0,0,0,21,2,115752,3/16/2018,0,3,Mail,Morning,French
82719,23,1,2,0,14,0,111280,06-05-2023,2,2,Mail,Afternoon,Mandarin
15923,69,0,0,0,24,6,93833,07-01-2022,1,1,Email,Evening,Mandarin
10188,65,1,2,4,12,0,66905,03-09-2023,3,1,Phone,Afternoon,German
6466,38,0,0,0,33,0,62186,07-04-2018,0,3,In-Person Meeting,Morning,English
27886,41,1,0,3,10,3,106362,10/21/2021,1,2,Email,Morning,French
65655,24,0,4,1,18,4,116695,6/19/2021,0,4,Email,Anytime,French
67449,33,1,4,4,4,0,82959,9/24/2019,3,0,In-Person Meeting,Evening,English
74520,34,1,2,4,27,8,38272,04-02-2019,4,1,Mail,Weekends,German
87696,41,0,3,2,30,7,92075,8/18/2018,3,4,In-Person Meeting,Evening,Mandarin
88838,25,1,3,3,15,2,33610,6/16/2021,4,4,Phone,Afternoon,German
44594,69,0,4,3,28,5,82589,7/13/2020,4,3,Email,Evening,German
57635,49,0,1,2,3,0,37309,9/17/2020,2,0,Email,Morning,German
40683,41,0,0,3,14,7,58056,7/21/2022,1,3,Email,Morning,Spanish
8061,61,1,0,0,11,7,67786,05-07-2020,0,4,Phone,Anytime,German
81430,42,0,0,0,3,7,124470,6/20/2018,0,0,Email,Morning,Spanish
94574,65,1,2,0,22,4,36146,8/24/2020,0,1,Email,Evening,Mandarin
56607,29,1,3,0,23,7,118949,5/28/2023,0,2,Phone,Afternoon,German
11321,44,1,3,4,11,1,53003,1/22/2018,3,1,Phone,Evening,English
78734,47,0,2,2,6,0,60700,2/27/2020,1,3,Phone,Morning,Mandarin
50517,27,1,0,2,0,7,74230,08-08-2018,3,4,Mail,Evening,Mandarin
73525,22,0,1,1,0,6,43288,05-08-2022,3,4,Phone,Afternoon,French
12593,34,0,0,4,28,2,121399,1/17/2023,1,4,Text,Weekends,Mandarin
5286,36,1,4,3,0,1,137742,10-07-2020,0,1,Mail,Weekends,French
19295,38,1,0,1,30,3,33480,01-07-2023,3,1,Phone,Evening,Spanish
